Nombre,Categoría,Calificación,Número de Opiniones,Dirección,Latitud,Longitud,Imagen
Coffee2go Tijuana ,desayuno,4.8,700+,"Casa Blanca Norte  21550, Tijuana, BC 22215",32.4883947,-116.9602654,https://tb-static.uber.com/prod/image-proc/processed_images/add964c2c5a33d280fe21cf6b15f96a2/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Laihoos Bisquets Minarete,desayuno,4.6,600+,"Blvrd Gral Rodolfo Sánchez Taboada 10737, Zona Urbana Rio Tijuana, 22010 Tijuana, B.C., México, B.C. 22014",32.55668,-117.12865,https://tb-static.uber.com/prod/image-proc/processed_images/e80e8818fd9b3951c0289d304087f205/69ad85cd7b39888042b3bbf1c22d630d.jpeg
Juice n Joy,desayuno,4.7,"1,500+","Av. Paseo Del Lago 19660, Lago Sur, 22210 Tijuana, B.C., México, B.C. 22210",32.1895,-115.9708,https://tb-static.uber.com/prod/image-proc/processed_images/7d51c36a30c6d97e158a0d07480c1780/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Pozolería Rincón Guerrerense,mexicana,4.8,"2,000+","Av. Francisco I. Madero 1301, Zona Centro, 22000 Tijuana, B.C., Mexico, 22040",32.5316,-116.7601,https://tb-static.uber.com/prod/image-proc/processed_images/64b9256cc9450afbbc724c66296b297a/f8403c421bef668ad381b5e82e546060.jpeg
Blue Luna Cafe Bellas Artes,saludable,4.8,"1,000+","Blvd. De Las Bellas Artes 19535, Nueva Tijuana, Baja California 22436",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/493024b946c6ea39f6262508463087ff/f8403c421bef668ad381b5e82e546060.jpeg
Gourmeli Playas,americana,4.9,160+,"Paseo Playas De Tijuana #1420, LATAM 22500",32.4983,-117.1207,https://tb-static.uber.com/prod/image-proc/processed_images/6324d4960b04f042a57b51da55f025ce/f8403c421bef668ad381b5e82e546060.jpeg
Rydel Hotdogs  Burgers,americana,4.1,"1,000+","Avenida Brasil 225, Tijuana, BC 22040",32.5218353,-117.0265887,https://tb-static.uber.com/prod/image-proc/processed_images/6f42c7c4184ee95b1927d1dc33a11302/9b3aae4cf90f897799a5ed357d60e09d.webp
El Grano de Oro Benton,mexicana,4.7,"2,000+","Cruz Del Sur 2025, Tijuana, Baja california 22115",32.4719574,-116.9808037,https://tb-static.uber.com/prod/image-proc/processed_images/b489196caa256590ef872bfd758994e3/f8403c421bef668ad381b5e82e546060.jpeg
Toyo Foods Tijuana,japonesa,4.8,290+,"Av. Rio Colorado No. 9764-A, Col. Revolucion, Tijuana, LATAM 22015",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/3c747be75700df83dd195b3f45e6e07b/7915c4a78a9f94ed56316c7c4dc0ec89.jpeg
ChilaquilEggs,mexicana,4.6,"2,000+","Avenida 20 De Noviembre & Boulevard De Las Américas, Tijuana, LATAM 22100",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/dc4116aee4abfd0fddae4193edf4d707/7835428b286acb57646a256c897c0e9e.jpeg
Verde Vida,americana,4.8,120+,"Boulevard Paseo Del Rio 6642 Rio Tijuana Tercera Etapa , 1, LATAM 22226",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/c8268085b4b38c15d891c5b263c0013e/69ad85cd7b39888042b3bbf1c22d630d.webp
La Tatemada,mexicana,4.5,390+,"Calle Canadá & Boulevard Paseo Del Río, Tijuana, BC 22226",31.8856,-116.4323,https://d1ralsognjng37.cloudfront.net/3597b6ef-6347-4f28-b7d0-f9a37d93eb05.jpeg
GoldenBurgers,americana,4.3,15,"Rancho La Cima, Tijuana, BC 22616",31.1838,-116.0639,https://tb-static.uber.com/prod/image-proc/processed_images/370f839163e03b089269acc34fa6ee01/7835428b286acb57646a256c897c0e9e.jpeg
Menuderia y Restaurante Bella Guadalajara,mexicana,4.4,700+,"Blvd. Fundadores 257, Valle Del Rubiseccion Lomas, Tijuana, Baja California 22630",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/2749939a37d5e0ffaddac3ae5555e522/9b3aae4cf90f897799a5ed357d60e09d.jpeg
El Grano de Oro Casa Blanca,mexicana,4.7,"3,000+","Blvd Casa Blanca 21304-5, Tijuana, Baja California 22215",31.9621,-116.2723,https://tb-static.uber.com/prod/image-proc/processed_images/e5331d3ace3846f97383b118aa1ff1ec/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Mr Burrito,mexicana,4.7,250+,"Pase Centenario 2575, Tijuana, LATAM 22010",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/1bbf3277acadcf6794e3fa3c9d79df90/9b3aae4cf90f897799a5ed357d60e09d.webp
Verde Vida Detox ,café,4.8,130+,"       Av. Sirak Baloyan 2035, Zona Este, 22000 Tijuana, B.C., México, ",32.5316,-116.7601,https://tb-static.uber.com/prod/image-proc/processed_images/53f13e9905acea0c2ea631641db655c7/a70f5c9df440d10213e93244e9eb7cad.jpeg
Yerik Restaurante,desayuno,4.6,150+,"Callejón Rio Suchiate 9420, Tijuana, Baja California 22015",31.7007,-116.3597,https://tb-static.uber.com/prod/image-proc/processed_images/bac7d2bc119a98845695eb59d31a8d20/a70f5c9df440d10213e93244e9eb7cad.jpeg
Papaloquelite,mexicana,4.5,49,"Avenida Paseo Del Pedregal 1229, Tijuana, LATAM 22500",32.5205085,-117.1123524,https://tb-static.uber.com/prod/image-proc/processed_images/cc979d9c257f0007d9fa07d3e382481b/7835428b286acb57646a256c897c0e9e.jpeg
123 Flores Tijuana,flores,3.6,25,"Josefa Ortiz De Dominguez 10051-1 Zona Rio, Tijuana, LATAM 22010",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/634d9a359680829815e706a07b2eebdd/7915c4a78a9f94ed56316c7c4dc0ec89.jpeg
El Pechugón Diaz Ordaz,americana,4.3,120+,"Blvrd. Díaz Ordaz 949, Tijuana, Baja California 22105",32.0022,-116.633,https://tb-static.uber.com/prod/image-proc/processed_images/bcad0bfe74561e351ab6096473cb52e4/820883a48567670acbd720bc76391291.jpeg
Helados GONFRA,repostería,4.9,110+,"Calle 15 #1614, Aquiles Serdan, Libertad, 22400 Tijuana, B.C., México, B.C. 22400",32.5769,-116.5883,https://tb-static.uber.com/prod/image-proc/processed_images/48fb3e7461ba4fd20b3d60f246258283/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Bolillo Subs,comida rápida,4.7,70,"Boulevard Alberto Limón Padilla 179, Local 24, Tijuana, BC 22450",31.6389,-115.7095,https://tb-static.uber.com/prod/image-proc/processed_images/e19c3d6a0b723e1d2e29290bf5a9c7c4/a70f5c9df440d10213e93244e9eb7cad.jpeg
Restaurante La Terraza,mexicana,4.4,65,"Privada Finisterra 7, Tijuana, LATAM 22215",31.9621,-116.2723,https://tb-static.uber.com/prod/image-proc/processed_images/3ec2425242f8797203f2226d500613a7/9b3aae4cf90f897799a5ed357d60e09d.webp
Los Afrodisiacos Tacos  Ceviches,pescados y mariscos,4.9,12,"Playas De Tijuana, BC 22505",32.5182196,-117.1122712,https://tb-static.uber.com/prod/image-proc/processed_images/1670ca015809ecd0787667aa6a651d1c/f8403c421bef668ad381b5e82e546060.webp
Loncheria Doña Lencha,mexicana,4.4,310+,"Boulevard Gustavo Díaz Ordaz & Avenida Mexicali, Piso , Tijuana, BC 22127",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/313bf50e6150c0f4bece0c352b475ae8/9b3aae4cf90f897799a5ed357d60e09d.webp
La Semilla,jugos y smoothies,4.9,400+,"Calle Gobernador Rico, Calete, 22044 Tijuana, B.C., México, B.C. 22020",38.8406,-77.448,https://tb-static.uber.com/prod/image-proc/processed_images/5238b7472078f75c5ea8a1c86359014b/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Bichiburros Tijuana,mexicana,4.2,120+,"Paseo Playas De Tijuana 809, BC 22504",32.4983,-117.1207,https://tb-static.uber.com/prod/image-proc/processed_images/ac8df64233610af058bb6a1ba3b5467a/9b3aae4cf90f897799a5ed357d60e09d.webp
Cafetería Maya,mexicana,4.5,240+,"Camino Murua No. 16101, Colonia, Chapultepec Alamar, Tijuana, BC 22110",32.0692,-116.6217,https://tb-static.uber.com/prod/image-proc/processed_images/3f44e8a46205c83e05710241e7c5bfb3/69ad85cd7b39888042b3bbf1c22d630d.webp
Wing Street Tijuana Las Torres,americana,4.1,59,"Blvd. Agua Caliente 17110, Aviacion, Tijuana, B.C., LATAM 22014",32.5138421,-117.0059723,https://tb-static.uber.com/prod/image-proc/processed_images/41d956bea440e23054f044b254ffeae9/a70f5c9df440d10213e93244e9eb7cad.jpeg
Wing Street Tijuana Otay,americana,4.2,44,"Rampa Aeropuerto 16000, La Pechuga, Tijuana, B.C., LATAM 22425",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/41d956bea440e23054f044b254ffeae9/a70f5c9df440d10213e93244e9eb7cad.jpeg
Wing Street Tijuana Macroplaza,americana,4.4,24,"Boulevard De Los Insurgentes 18015, Tijuana,  22226, Bc, Mx, K5,K6, BC 22226",46.32698,14.46444,https://tb-static.uber.com/prod/image-proc/processed_images/41d956bea440e23054f044b254ffeae9/a70f5c9df440d10213e93244e9eb7cad.jpeg
La Ventanita del Pan  Cacho,repostería,5.0,49,"Durango 2426 Col. Madero (Cacho), Tijuana, BC 22040",32.5198685,-117.0280047,https://tb-static.uber.com/prod/image-proc/processed_images/854f354485bfeee3723778fe703a0f92/a70f5c9df440d10213e93244e9eb7cad.jpeg
Buna Restaurant,breakfast & brunch,4.6,400+,"Miguel Alemán Valdez 2883, Tijuana, BCN 22044",32.4960615,-117.0541401,https://tb-static.uber.com/prod/image-proc/processed_images/3e97b751d94107c8fb2c54fb77678e08/a70f5c9df440d10213e93244e9eb7cad.jpeg
Miel De Abeja Smoothie Bar,desayuno,4.8,700+,"Calle Escuadrón 201 3151, Tijuana, BC 22014",32.5424449,-117.0238003,https://tb-static.uber.com/prod/image-proc/processed_images/95bb16d7d2d8485dc61a2913a1d23b58/7835428b286acb57646a256c897c0e9e.jpeg
Mantequilla Hipodromo,desayuno,4.6,"3,000+","Av. Tapachula, Chapultepec Este, S/N, Tijuana, Baja California 22020",31.7816,-116.5918,https://tb-static.uber.com/prod/image-proc/processed_images/ba5a9a7b8d9b2e7c44646e8388f3ef25/a70f5c9df440d10213e93244e9eb7cad.jpeg
Mantequilla Cacho,desayuno,4.5,"3,000+","Av Colima 2292, Col. Madero (Cacho), Tijuana, Baja California 22046",32.4911,-117.0231,https://tb-static.uber.com/prod/image-proc/processed_images/ba5a9a7b8d9b2e7c44646e8388f3ef25/a70f5c9df440d10213e93244e9eb7cad.jpeg
Vieko Chilaquiles  Sucursal Las Palmas  Tijuana,mexicana,4.8,"10,000+","Calle Sacramento 5080, Las Palmas, Tijuana, Baja California 22195",32.5038268,-116.9869394,https://tb-static.uber.com/prod/image-proc/processed_images/c610f2428c90da2ac110a05dd172ad37/f8403c421bef668ad381b5e82e546060.jpeg
Sal de Maple Hipódromo,mexicana,4.6,"1,000+","Avenida Hipódromo 19, Tijuana, BC 22024",32.5071427,-116.9994294,https://tb-static.uber.com/prod/image-proc/processed_images/0da4a1533f91f658ea4d3aacd8e4779c/9b3aae4cf90f897799a5ed357d60e09d.jpeg
La Ola,ambiente familiar,4.7,"1,000+","Diego Rivera 2579, Tijuana, Zona Urbana Rio Tijuana 22044",32.5211245,-117.0152071,https://tb-static.uber.com/prod/image-proc/processed_images/091e9c8978e26804735879aeab01325d/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Sal de Maple Waffles  Brunch,desayuno,4.6,"3,000+","Misión De Mulegé 3019, Zona Urbana Rio Tijuana, Baja California 22010",32.51878,-117.0078003,https://tb-static.uber.com/prod/image-proc/processed_images/304d15b753cadf2c8463075dd03a5894/69ad85cd7b39888042b3bbf1c22d630d.jpeg
Simple,ambiente familiar,4.8,"2,000+","Central 12730, Hipodromo Dos, Tijuana, Baja California 22195",32.4978332,-116.9858827,https://tb-static.uber.com/prod/image-proc/processed_images/985a82f669de75731521aaa1e7e01f25/69ad85cd7b39888042b3bbf1c22d630d.jpeg
Loncheria Lupita,mexicana,4.7,"1,000+","Calle Cañón Johnson Norte 7991, Tijuana, BC 22056",32.5230879,-117.0397621,https://tb-static.uber.com/prod/image-proc/processed_images/5e7a10c033cdd17934157786f08ed5b7/69ad85cd7b39888042b3bbf1c22d630d.webp
Vieko Chilaquiles  Cacho,mexicana,4.7,"10,000+","Esteban Cantú 2640, Davila, 22044 Tijuana, B.C., Mexico, 22055",32.4,-117.0513,https://tb-static.uber.com/prod/image-proc/processed_images/c610f2428c90da2ac110a05dd172ad37/f8403c421bef668ad381b5e82e546060.jpeg
Sabor a Mí Hipódromo,mexicana,4.6,82,"Avenida Hipodromo 12-B, Tijuana, BC 22020",32.5079217,-116.9993781,https://tb-static.uber.com/prod/image-proc/processed_images/cbf6585eb3de4edcbe62953d5eb121f9/61e8d264e9409914f90881b13f54d0ac.jpeg
Sunny House,mexicana,4.7,900+,"Paseo Playas De Tijuana 1124, BC 22506",32.4983,-117.1207,https://tb-static.uber.com/prod/image-proc/processed_images/79ff9669acbf7e494fbaba1902665903/a70f5c9df440d10213e93244e9eb7cad.jpeg
Gourmeli Otay,desayuno,4.8,"1,000+","Alejandro Von Humboldt 17614 Local 1, Tijuana, Baja California 22430",32.0499,-115.9773,https://tb-static.uber.com/prod/image-proc/processed_images/6324d4960b04f042a57b51da55f025ce/f8403c421bef668ad381b5e82e546060.jpeg
Cabeza de Res la Unica de Culiacan,mexicana,4.7,"2,000+","Calz Del Tecnológico 14031, Universidadotay, Tijuana, Baja California 22427",32.1947,-116.4857,https://tb-static.uber.com/prod/image-proc/processed_images/d41b1677e4eb229c5d2e9788b2a24a47/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Tacos Aarón Soler,mexicana,4.7,"1,000+","Privada Independencia 4500 Soler, Tijuana, BC 22530",32.53132,-117.07078,https://tb-static.uber.com/prod/image-proc/processed_images/da96a2db6b2ab7b204277052d00de385/69ad85cd7b39888042b3bbf1c22d630d.webp
Dahlia Cocina,mexicana,4.2,440+,"Av. Aquiles Serdan 11363, Libertad, 22400 Tijuana, B.C., México, ",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/95bed8531419293828357daa8fc516f1/61e8d264e9409914f90881b13f54d0ac.jpeg
Tacos El Compita Otay,mexicana,4.4,500+,"Manuel Acuña 470, Tijuana, LATAM 22435",32.4760483,-116.9467366,https://tb-static.uber.com/prod/image-proc/processed_images/cf049d9f069d53ee9a55c00a9e4494ca/69ad85cd7b39888042b3bbf1c22d630d.webp
El Pan Nuestro Rio,mexicana,4.5,"1,500+","Blvd. Generale Abelardo L. Rodriguez 2682, Zona Urbana Rio Tijuana, 22010 Tijuana, B.C., México, B.C. 22010",32.55668,-117.12865,https://tb-static.uber.com/prod/image-proc/processed_images/8dffcb328e2932022ccb34bcbb61274b/f8403c421bef668ad381b5e82e546060.jpeg
Alimentel Tijuana,mexicana,4.7,360+,"Itr De Tij, 1811 C2, Tijuana, LATAM 22454",31.6389,-115.7095,https://tb-static.uber.com/prod/image-proc/processed_images/aa943f5fbef15402a83f339063fbc445/9b3aae4cf90f897799a5ed357d60e09d.webp
Cabeza de Res la Única,mexicana,4.8,"1,000+","Blvd Federico Benítez López #13012 Col. 20 De Noviembre , Anexa 20de Noviembre , Tijuana, BC 22500",32.4983,-117.1207,https://tb-static.uber.com/prod/image-proc/processed_images/cd7a1bf084e1d9a9358c6b6a2e3676e9/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Menuderia Guadalajara Mercado de Todos,mexicana,4.7,380+,"Boulevard Gustavo Díaz Ordaz 1665, Tijuana, 22450, Baja California, Mx, BC 22450",31.6389,-115.7095,https://tb-static.uber.com/prod/image-proc/processed_images/9a77d0eafbb57ea21069cdb3a9a407ff/891233042e9ada9873fc6d9c4e835eac.jpeg
Tacos El Dorado,mexicana,4.6,"1,500+","Avenida Nieves 215, Playas, Monumental, Tijuana, Baja California, Mexico, 22504, ",32.4983,-117.1207,https://tb-static.uber.com/prod/image-proc/processed_images/4ffb3dcefabeb5ebfc8c8ec9db56ae80/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Pancake House  Otay,desayuno,4.3,"3,000+","Tijuana - Mexicali 7363, Fovissste, 22457 Tijuana, B.C., México, B.C. 22430",38.3857,-77.3743,https://tb-static.uber.com/prod/image-proc/processed_images/69c60d74e8846ff5c276734a0019e882/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Taconbirria ,mexicana,4.6,200+,"Calle Villa Lomas 10, Tijuana, BC 22034",32.497679,-116.9989926,https://tb-static.uber.com/prod/image-proc/processed_images/211ea67f254f33711c0d8266b98cbcd3/69ad85cd7b39888042b3bbf1c22d630d.webp
QUE PADRE Chilaquería Terrazas,mexicana,4.7,500+,"Paseo Playas De Tijuana 271-3, Terrazas, LATAM 22010",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/b9aec002fc935b1d1957484e3d3c9d1d/7915c4a78a9f94ed56316c7c4dc0ec89.jpeg
Tacos Javier Playas,mexicana,4.7,"3,000+","Paseo Ensenada 1591, Playas, Jardines Playas De Tijuana, Tijuana, B.C., México, B.C. 22500",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/4eb1d4dc97d3cfee9e1fd2b8a78909eb/f8403c421bef668ad381b5e82e546060.jpeg
Ok Hot Cakes ,desayuno,4.6,"2,000+","Cjon Terrazos 10 A , Local A Lado De La Peletería, Donde Están Los Taxis Dorados Con Blanco , Tijuana, BC 22115",,,https://tb-static.uber.com/prod/image-proc/processed_images/029b3cc73b1e195aed20e6c884efb3be/820883a48567670acbd720bc76391291.jpeg
Vieko Chilaquiles  City Point,mexicana,4.7,800+,"Av. Paseo Del Rio 7083-L05, Zona Del Rio 3ra Etapa, Tijuana, Baja California C.P. 22226, LATAM 22226",,,https://tb-static.uber.com/prod/image-proc/processed_images/e3f4d08e1e2c1a56f55873f127e45985/f8403c421bef668ad381b5e82e546060.jpeg
Aloha Juice Bar,sándwiches,4.9,"2,000+","Avenida José López Portillo Poniente 37, Tijuana, BC 22435",32.0499,-115.9773,https://tb-static.uber.com/prod/image-proc/processed_images/5303d274def0ad4868f6335ef911afec/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Mantequilla Paseo del Parque,cafetería,4.5,"1,500+","Calle Paseo Del Parque 18025, Tijuana, BC 22214",32.1895,-115.9708,https://tb-static.uber.com/prod/image-proc/processed_images/ba5a9a7b8d9b2e7c44646e8388f3ef25/a70f5c9df440d10213e93244e9eb7cad.jpeg
Birria De Res El Danny,mexicana,4.5,370+,"Calle Leona Vicario 1470, Tijuana, BC 22320",32.5314477,-117.0248884,https://tb-static.uber.com/prod/image-proc/processed_images/d0634026ec9452765eb72437b2a2b874/69ad85cd7b39888042b3bbf1c22d630d.webp
Baraki Healthy Bar,saludable,4.9,"2,000+","Calzada Ermita Norte & Calle Paseo De Los Héroes, Tijuana, BC 22000",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/f2e53a7ea5408f9fa75cbbfc7b787fde/61e8d264e9409914f90881b13f54d0ac.jpeg
Carnitas el Uruapense,mexicana,4.6,"2,000+","Boulevard Cucapah, Tijuana, LATAM 22207",32.0783,-116.5426,https://tb-static.uber.com/prod/image-proc/processed_images/ceed74edaac1f9138dda168acb9dca17/9b3aae4cf90f897799a5ed357d60e09d.webp
Menudería La Catedral de Guadalajara  M Matamoros,mexicana,4.6,"2,000+","Av. Fco J. Mina 11238, Mariano Matamoros, 22206 Tijuana, B.C., México, B.C. 22207",32.4853,-116.8792,https://tb-static.uber.com/prod/image-proc/processed_images/bc8ebfa19fa1790215a411adbfba4831/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Pho lala,ambiente familiar,4.8,900+,"Av Ruta Independencia, Tijuana, BCN 22215",31.9621,-116.2723,https://tb-static.uber.com/prod/image-proc/processed_images/3dbe1fa90700e759f9d82b08e3e7a93b/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Creyente cocina mexicana,mexicana,4.5,500+,"Avenida Jalisco 2496, Tijuana, BC 22040",32.5189163,-117.0239317,https://tb-static.uber.com/prod/image-proc/processed_images/9cf459bf3850a03e7d845b50316a55c3/61e8d264e9409914f90881b13f54d0ac.jpeg
Birria de Res Paty,mexicana,4.6,"1,500+","Calle Alba Roja 13173, Monte Bello, Tijuana, B.C., México, B.C. 22190",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/c59acf28c69fe10cf5c7fe47f7dccc13/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Ladys Crêpes Santa Fe,repostería,4.6,700+,"Blvd. Sta. Fe 10201, Santa Fe Ii, 22104 Tijuana, B.C., Mexico, 22664",32.5344,-116.6314,https://tb-static.uber.com/prod/image-proc/processed_images/5ec1cf1ef195a5b440d9e783e5bd4d68/69ad85cd7b39888042b3bbf1c22d630d.jpeg
Tacos de Birria Chelys ,mexicana,4.6,"2,000+","Avenida García & Avenida De Los Reyes, Tijuana, BC 22125",32.1345,-116.4718,https://tb-static.uber.com/prod/image-proc/processed_images/c834c5060ceb0edf62d49da9f7165d5b/69ad85cd7b39888042b3bbf1c22d630d.webp
Tacos Aaron Santa Fe,mexicana,4.7,"1,500+","Blvd. Santa Fe 2280, Tijuana, LATAM 22664",32.4371196,-117.0312307,https://tb-static.uber.com/prod/image-proc/processed_images/b1582c89ca76d73e6bdff82df9583b51/f7e27f77a1abfdaa9fab9b4ae7dab7cb.webp
Mister Crepe  3ra Etapa del Río,repostería,4.7,17,"Boulevard Cochimíes & Boulevard Paseo Del Río, Tijuana, BC 22226",31.8856,-116.4323,https://tb-static.uber.com/prod/image-proc/processed_images/21475d00c8945773723b139f9ef5245c/69ad85cd7b39888042b3bbf1c22d630d.jpeg
Webo,americana,4.7,900+,"C. Rio Sushiate 10075-1 Col. Revolucion, Tijuana, BC 22010",30.8595,-116.0833,https://tb-static.uber.com/prod/image-proc/processed_images/fc7f90da572baeb616a4d9bc8d5c430f/820883a48567670acbd720bc76391291.jpeg
El Truck Nuestro Campestre,mexicana,4.6,"4,000+","Eltrucknuestro@Gmail.Com , 12, Tijuana, BC 2200",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/7d4e09d7402dabc4c17f4ba290febe81/f8403c421bef668ad381b5e82e546060.jpeg
Tacos de Birria el Molonchi,mexicana,4.9,"1,000+","Calle Mar Bermejo 12, Tijuana, LATAM 22430",32.5441377,-116.9471805,https://tb-static.uber.com/prod/image-proc/processed_images/d0a290b127d0a692603339849b6dd648/9b3aae4cf90f897799a5ed357d60e09d.jpeg
Birria De Res La Carreta La Choix,americana,3.9,43,"Choix Sn, Melchor Ocampo, 22456 Tijuana, B.C., Mexico, ",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/9b9b6fd86dbbc0f8832a3ae320194ab4/a70f5c9df440d10213e93244e9eb7cad.jpeg
Álamo 19,americana,4.9,340+,"Av. Aquiles Serdan 11502-8, Tijuana, BC 22400",32.5769,-116.5883,https://tb-static.uber.com/prod/image-proc/processed_images/a6c1116701816543221d15962b8d0e28/f7e27f77a1abfdaa9fab9b4ae7dab7cb.jpeg
González desayunos y café,mexicana,4.6,"1,500+","Avenida Aguila Azteca 19321 Int 23, Baja Maq El Aguila , Tijuana, BC 22216",22.19611,-102.25694,https://tb-static.uber.com/prod/image-proc/processed_images/7c1b092f538d757fc378e963c5295109/69ad85cd7b39888042b3bbf1c22d630d.jpeg
Tacos Javier Rio Tijuana,mexicana,4.7,"8,000+","Blvrd Gral M. Márquez De León, Zona Urbana Rio Tijuana, 22000",,,https://tb-static.uber.com/prod/image-proc/processed_images/4eb1d4dc97d3cfee9e1fd2b8a78909eb/f8403c421bef668ad381b5e82e546060.jpeg
Menuderia Guadalajara Altabrisa,mexicana,4.4,700+,"Avenida De Las Brisas & Calzada Del Tecnológico, Tijuana, BC 22420",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/d66df209e7d079b3f41e223162ab1b8f/69ad85cd7b39888042b3bbf1c22d630d.webp
Tadeo Chilaqueria,mexicana,4.5,"2,000+","José María Velazco 2331, Zona Urbana Rio Tijuana, 22010 Tijuana, B.C., México, B.C. 22010",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/e3e7baf27b65822d4f292f58fb9c1036/9b3aae4cf90f897799a5ed357d60e09d.jpeg
La Palmera,ambiente familiar,4.6,400+,"Calle Hermenegildo Galeana 8341, Zona Centro, Tijuana, Baja California 22000",32.5297011,-117.034707,https://tb-static.uber.com/prod/image-proc/processed_images/42cb0a8cd26da35dcbbd52e8d4ba1333/69ad85cd7b39888042b3bbf1c22d630d.jpeg
Menuderia Guadalajara Playas,mexicana,4.1,500+,"Calle Pedregal 1101, Tijuana, LATAM 22500",32.5216508,-116.975572,https://tb-static.uber.com/prod/image-proc/processed_images/9a77d0eafbb57ea21069cdb3a9a407ff/891233042e9ada9873fc6d9c4e835eac.jpeg
Birria los weros,mexicana,4.6,700+,"Boulevard Alejandro Von Humboldt 17614, Tijuana, BC 22430",32.0499,-115.9773,https://tb-static.uber.com/prod/image-proc/processed_images/60c8faf13e4254ef71fb090c77783f04/7835428b286acb57646a256c897c0e9e.jpeg
Tacos de Birria Ermita ,mexicana,4.5,100+,"Avenida Ermita Sur, Tijuana, 22106, Bc, Mx, BC 22106",31.9736,-116.3378,https://tb-static.uber.com/prod/image-proc/processed_images/cdbbda5ed31236789f76a0b8e73d116f/9b3aae4cf90f897799a5ed357d60e09d.webp
Tacos Aarón Río,mexicana,4.6,"2,000+","José María Velazco 2791, Zona Urbana Rio Tijuana, 22010 Tijuana, B.C., Mexico, B.C. 22010",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/b58453a13e3fec31a2fc5b394c2cdc3d/69ad85cd7b39888042b3bbf1c22d630d.jpeg
Mariscos Titos Sexta,griega,4.6,35,"Avenida Melchor Ocampo 1002, Tijuana, BC 22000",32.5292595,-117.0314258,https://tb-static.uber.com/prod/image-proc/processed_images/ff7c6418165fd464c65e68be025dd013/9b3aae4cf90f897799a5ed357d60e09d.webp
El Cafe de Arriba,cafetería,4.8,700+,"Brasil 8851, Local 5, Tijuana, B.C. 22040",32.6167,-115.0833,https://tb-static.uber.com/prod/image-proc/processed_images/2055912a0a2311bd5ff00c4cdc41098f/9b3aae4cf90f897799a5ed357d60e09d.jpeg
El Pechugón Bellas Artes,pollo,4.5,460+,"Boulevard De Las Bellas Artes 379, Tijuana, Baja California 22435",32.5446483,-116.9266944,https://tb-static.uber.com/prod/image-proc/processed_images/bcad0bfe74561e351ab6096473cb52e4/820883a48567670acbd720bc76391291.jpeg
Carnitas 33,mexicana,4.7,"6,000+","Boulevard Gustavo Díaz Ordaz 2525, Local 20, Tijuana, BC 22116",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/760e898120dd73e0b270ede5f78297e8/f8403c421bef668ad381b5e82e546060.jpeg
Curandera Cafe  Jardin Tijuana,cafetería,4.9,18,"Escuadron 201 3188-Int. A, Aviacion, Tijuana, BC 22420",31.9688,-115.53,https://tb-static.uber.com/prod/image-proc/processed_images/242944e86341237c3fdc594ef00b815f/891233042e9ada9873fc6d9c4e835eac.jpeg
Le Jardin,mexicana,4.3,40,"Blvd. Diaz Ordaz, 12649, Col. El Paraiso, 3ff, Tijuana, BC 22106",32.5027,-117.00371,https://tb-static.uber.com/prod/image-proc/processed_images/4f71b68ec2e9b40e860ea4366ad6b4e6/a70f5c9df440d10213e93244e9eb7cad.jpeg
